,Unnamed: 0,Drug,SMILES,feature
1767,1688,Trametinib,CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC(=CC=C4)NC(=O)C)C5CC5,[0. 0. 0. ... 0. 1. 0.]
1768,1689,MLN8054,C1C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)C(=N1)C4=C(C=CC=C4F)F)NC5=CC=C(C=C5)C(=O)O,[0. 0. 0. ... 0. 0. 0.]
1769,1690,PF-562271,CN(C1=C(C=CC=N1)CNC2=NC(=NC=C2C(F)(F)F)NC3=CC4=C(C=C3)NC(=O)C4)S(=O)(=O)C,[0. 0. 0. ... 0. 0. 0.]
1770,1691,PHA-767491,C1CNC(=O)C2=C1NC(=C2)C3=CC=NC=C3,[0. 0. 0. ... 0. 0. 0.]
1771,1692,GDC-0879,C1CC(=NO)C2=C1C=C(C=C2)C3=CN(N=C3C4=CC=NC=C4)CCO,[0. 0. 0. ... 0. 0. 0.]
1772,1693,Deoxyarbutin,C1CCOC(C1)OC2=CC=C(C=C2)O,[0. 0. 0. ... 0. 0. 0.]
1773,1694,LOSARTAN POTASSIUM,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NN=N[N-]4)CO)Cl.[K+],[0. 0. 0. ... 0. 0. 0.]
1774,1695,BX-912,C1CCN(C1)C(=O)NC2=CC=CC(=C2)NC3=NC=C(C(=N3)NCCC4=CN=CN4)Br,[0. 0. 0. ... 0. 0. 0.]
1775,1696,Empagliflozin,C1COCC1OC2=CC=C(C=C2)CC3=C(C=CC(=C3)C4C(C(C(C(O4)CO)O)O)O)Cl,[0. 0. 0. ... 0. 0. 0.]
1776,1697,Onalespib,CC(C)C1=C(C=C(C(=C1)C(=O)N2CC3=C(C2)C=C(C=C3)CN4CCN(CC4)C)O)O,[0. 1. 0. ... 0. 0. 0.]
1777,1698,Rabusertib,CC1=CC(=C(C=C1Br)NC(=O)NC2=NC=C(N=C2)C)OCC3CNCCO3,[0. 0. 0. ... 0. 0. 0.]
1778,1699,NAFTOPIDIL DIHYDROCHLORIDE,COC1=CC=CC=C1N2CCN(CC2)CC(COC3=CC=CC4=CC=CC=C43)O.Cl.Cl,[0. 1. 0. ... 0. 0. 0.]
1779,1700,(+)-PD 128907 hydrochloride,CCCN1CCOC2C1COC3=C2C=C(C=C3)O.Cl,[0. 0. 0. ... 0. 0. 0.]
1780,1701,261901-57-9,CC1CCN(CC1)CCC2CCCN2S(=O)(=O)C3=CC=CC(=C3)O.Cl,[0. 0. 0. ... 0. 0. 0.]
1781,1702,WAY-100635 maleate salt,COC1=CC=CC=C1N2CCN(CC2)CCN(C3=CC=CC=N3)C(=O)C4CCCCC4.C(=CC(=O)O)C(=O)O,[0. 0. 1. ... 0. 0. 0.]
1782,1703,14402-89-2,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[N-]=O.[Na+].[Na+].[Fe+4],[0. 0. 0. ... 0. 0. 0.]
1783,1704,R406,CC1(C(=O)NC2=C(O1)C=CC(=N2)NC3=NC(=NC=C3F)NC4=CC(=C(C(=C4)OC)OC)OC)C.C1=CC=C(C=C1)S(=O)(=O)O,[0. 0. 0. ... 0. 0. 0.]
1784,1705,Palomid 529,CC(C1=CC2=C(C=C1)C3=CC(=C(C=C3OC2=O)OCC4=CC=C(C=C4)OC)OC)O,[0. 1. 0. ... 0. 0. 0.]
1785,1706,14003-96-4,CC1=CC(=O)OC2=C1C=CC(=C2C=O)O,[0. 0. 0. ... 0. 0. 0.]
1786,1707,Ulipristal,CC(=O)C1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)O,[0. 0. 0. ... 0. 0. 0.]
1787,1708,Astragaloside A,CC1(C(CCC23C1C(CC4C2(C3)CCC5(C4(CC(C5C6(CCC(O6)C(C)(C)O)C)O)C)C)OC7C(C(C(C(O7)CO)O)O)O)OC8C(C(C(CO8)O)O)O)C,[0. 0. 0. ... 0. 0. 0.]
1788,1709,Ractopamine hydrochloride,CC(CCC1=CC=C(C=C1)O)NCC(C2=CC=C(C=C2)O)O.Cl,[0. 1. 0. ... 0. 0. 0.]
1789,1710,Fenoprofen calcium,CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)[O-].CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)[O-].[Ca+2],[0. 1. 0. ... 0. 0. 0.]
1790,1711,Curcumol,CC1CCC2C13CC(C(O3)(CC2=C)O)C(C)C,[0. 1. 0. ... 0. 0. 0.]
1791,1712,Fosaprepitant dimeglumine,CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OC2C(N(CCO2)CC3=NC(=O)N(N3)P(=O)(O)O)C4=CC=C(C=C4)F.CNCC(C(C(C(CO)O)O)O)O.CNCC(C(C(C(CO)O)O)O)O,[0. 1. 0. ... 0. 0. 0.]
1792,1713,Tosedostat,CC(C)CC(C(C(=O)NO)O)C(=O)NC(C1=CC=CC=C1)C(=O)OC2CCCC2,[0. 1. 0. ... 0. 0. 0.]
1793,1714,Enzalutamide,CC1(C(=O)N(C(=S)N1C2=CC(=C(C=C2)C(=O)NC)F)C3=CC(=C(C=C3)C#N)C(F)(F)F)C,[0. 0. 0. ... 0. 0. 0.]
1794,1715,KU-60019,CC1CN(CC(O1)C)CC(=O)NC2=CC3=C(C=C2)SC4=C(C=CC=C4C3)C5=CC(=O)C=C(O5)N6CCOCC6,[0. 0. 0. ... 0. 0. 0.]
1795,1716,GSK461364,CC(C1=CC=CC=C1C(F)(F)F)OC2=C(SC(=C2)N3C=NC4=C3C=C(C=C4)CN5CCN(CC5)C)C(=O)N,[0. 1. 0. ... 0. 0. 0.]
1796,1717,Macitentan,CCCNS(=O)(=O)NC1=C(C(=NC=N1)OCCOC2=NC=C(C=N2)Br)C3=CC=C(C=C3)Br,[0. 0. 0. ... 0. 0. 0.]
1797,1718,AMG-517,CC(=O)NC1=NC2=C(C=CC=C2S1)OC3=NC=NC(=C3)C4=CC=C(C=C4)C(F)(F)F,[0. 0. 0. ... 0. 0. 0.]
1798,1719,722544-51-6,CCN(CCCOC1=CC2=C(C=C1)C(=NC=N2)NC3=NNC(=C3)CC(=O)NC4=CC(=CC=C4)F)CCO,[0. 0. 0. ... 0. 0. 0.]
1799,1720,761439-42-3,CC(C)S(=O)(=O)C1=CC=CC=C1NC2=NC(=NC=C2Cl)NC3=C(C=C(C=C3)N4CCC(CC4)N5CCN(CC5)C)OC,[0. 1. 0. ... 0. 0. 0.]
1800,1721,944261-79-4,COC1=CC(=CC(=C1)NC(=O)C2=CC=C(O2)C3=CC=C(C=C3)Cl)OC,[0. 0. 0. ... 0. 0. 0.]
1801,1722,ENMD-2076,CC1=CC(=NN1)NC2=NC(=NC(=C2)N3CCN(CC3)C)C=CC4=CC=CC=C4,[0. 0. 0. ... 0. 0. 0.]
1802,1723,Clindamycin hydrochloride,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl.Cl,[0. 1. 0. ... 0. 0. 0.]
1803,1724,Entecavir hydrate,C=C1C(CC(C1CO)O)N2C=NC3=C2NC(=NC3=O)N.O,[0. 0. 0. ... 0. 0. 0.]
1804,1725,Clindamycin palmitate HCl,CCCCCCCCCCCCCCCC(=O)OC1C(C(C(OC1SC)C(C(C)Cl)NC(=O)C2CC(CN2C)CCC)O)O.Cl,[0. 1. 0. ... 0. 0. 0.]
1805,1726,405911-17-3,C1=CC=C(C=C1)C(CN(CCCOC2=CC=CC(=C2)CC(=O)O)CC3=C(C(=CC=C3)C(F)(F)F)Cl)C4=CC=CC=C4.Cl,[0. 1. 0. ... 0. 0. 0.]
1806,1727,MRS 2578,C1=CC(=CC(=C1)NC(=S)NCCCCNC(=S)NC2=CC=CC(=C2)N=C=S)N=C=S,[0. 0. 0. ... 0. 0. 0.]
1807,1728,Motesanib diphosphate,CC1(CNC2=C1C=CC(=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4)C.OP(=O)(O)O.OP(=O)(O)O,[0. 0. 0. ... 0. 0. 0.]
1808,1729,Golvatinib,CN1CCN(CC1)C2CCN(CC2)C(=O)NC3=NC=CC(=C3)OC4=CC(=C(C=C4)NC(=O)C5(CC5)C(=O)NC6=CC=C(C=C6)F)F,[0. 0. 0. ... 0. 0. 0.]
1809,1730,939791-38-5,CN(C1=C(C=CC=N1)CNC2=NC(=NC=C2C(F)(F)F)NC3=CC4=C(C=C3)NC(=O)C4)S(=O)(=O)C.C1=CC=C(C=C1)S(=O)(=O)O,[0. 0. 0. ... 0. 0. 0.]
1810,1731,TAK-901,CCS(=O)(=O)C1=CC=CC(=C1)C2=CC(=C(C3=C2C4=CC(=CN=C4N3)C)C)C(=O)NC5CCN(CC5)C,[0. 0. 0. ... 0. 0. 0.]
1811,1732,DAPTOMYCIN,CCCCCCCCCC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(=O)N)C(=O)NC(CC(=O)O)C(=O)NC3C(OC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC3=O)CCCN)CC(=O)O)C)CC(=O)O)CO)C(C)CC(=O)O)CC(=O)C4=CC=CC=C4N)C,[0. 1. 0. ... 0. 0. 0.]
1812,1733,CCT129202,CN(C)C1=CC=C(C=C1)C2=NC3=NC=C(C(=C3N2)N4CCN(CC4)CC(=O)NC5=NC=CS5)Cl,[0. 0. 0. ... 0. 0. 0.]
1813,1734,Quinine hydrochloride dihydrate,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.O.O.Cl,[0. 1. 0. ... 0. 0. 0.]
1814,1735,14807-96-6,O.O=[Mg].O=[Mg].O=[Mg].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,[0. 0. 0. ... 0. 0. 0.]
1815,1736,(-)-MK 801 Maleate,CC12C3=CC=CC=C3CC(N1)C4=CC=CC=C24.C(=CC(=O)O)C(=O)O,[0. 0. 0. ... 0. 0. 0.]
1816,1737,U0126-EtOH,CCO.C1=CC=C(C(=C1)N)SC(=C(C#N)C(=C(N)SC2=CC=CC=C2N)C#N)N,[0. 0. 0. ... 0. 0. 0.]
1817,1738,Ivacaftor,CC(C)(C)C1=CC(=C(C=C1NC(=O)C2=CNC3=CC=CC=C3C2=O)O)C(C)(C)C,[0. 0. 0. ... 0. 0. 0.]
1818,1739,AdipoRon,C1CN(CCC1NC(=O)COC2=CC=C(C=C2)C(=O)C3=CC=CC=C3)CC4=CC=CC=C4,[0. 0. 0. ... 0. 0. 0.]
1819,1740,Buparlisib,C1COCCN1C2=NC(=NC(=C2)C3=CN=C(C=C3C(F)(F)F)N)N4CCOCC4,[0. 0. 0. ... 0. 0. 0.]
1820,1741,AZD8330,CC1=CC(=C(N(C1=O)C)NC2=C(C=C(C=C2)I)F)C(=O)NOCCO,[0. 0. 0. ... 0. 0. 0.]
1821,1742,6429-04-5,COC1=C(C=C(C=C1)CC2C3=CC(=C(C=C3CCN2)OC)OC)OC.Cl,[0. 0. 0. ... 0. 0. 0.]
1822,1743,Lumacaftor,CC1=C(N=C(C=C1)NC(=O)C2(CC2)C3=CC4=C(C=C3)OC(O4)(F)F)C5=CC(=CC=C5)C(=O)O,[0. 0. 0. ... 0. 0. 0.]
1823,1744,803712-79-0,CC1=CC(=C(N1)C=C2C(=CC(=C3C=C4C=CC=CC4=N3)N2)OC)C.CS(=O)(=O)O,[0. 0. 0. ... 0. 0. 1.]
1824,1745,Milciclib,CC1(CC2=CN=C(N=C2C3=C1C(=NN3C)C(=O)NC)NC4=CC=C(C=C4)N5CCN(CC5)C)C,[0. 0. 0. ... 0. 0. 0.]
1825,1746,TG101209,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)N4CCN(CC4)C,[0. 0. 0. ... 0. 0. 0.]
1826,1747,Fedratinib,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)OCCN4CCCC4,[0. 0. 0. ... 0. 0. 0.]
1827,1748,937174-76-0,CCN1C2=C(C(=NC=C2OCC3CCCNC3)C#CC(C)(C)O)N=C1C4=NON=C4N,[0. 0. 0. ... 0. 0. 0.]
1828,1749,BIIB021,CC1=CN=C(C(=C1OC)C)CN2C=NC3=C2N=C(N=C3Cl)N,[0. 0. 0. ... 0. 0. 0.]
1829,1750,Ku-0063794,CC1CN(CC(O1)C)C2=NC3=C(C=CC(=N3)C4=CC(=C(C=C4)OC)CO)C(=N2)N5CCOCC5,[0. 0. 0. ... 0. 0. 0.]
1830,1751,NVP-BHG712,CC1=C(C=C(C=C1)C(=O)NC2=CC=CC(=C2)C(F)(F)F)NC3=NC(=NC4=C3C=NN4C)C5=CN=CC=C5; CC1=C(C=C(C=C1)C(=O)NC2=CC=CC(=C2)C(F)(F)F)NC3=C4C=NN(C4=NC(=N3)C5=CN=CC=C5)C,[]
1831,1752,602306-29-6,CC1=NC=C(N1C(C)C)C2=NC(=NC=C2)NC3=CC=C(C=C3)S(=O)(=O)C,[0. 1. 0. ... 0. 0. 0.]
1832,1753,PF-477736,CN1C=C(C=N1)C2=NC3=C4C2=CNNC(=O)C4=CC(=C3)NC(=O)C(C5CCCCC5)N; CN1C=C(C=N1)C2=C3C=NNC(=O)C4=CC(=CC(=C43)N2)NC(=O)C(C5CCCCC5)N,[]
1833,1754,Nsc 23766,CCN(CC)CCCC(C)NC1=NC(=CC(=N1)NC2=CC3=C(C=C2)N=C(C=C3N)C)C.Cl.Cl.Cl,[0. 1. 0. ... 0. 0. 0.]
1834,1755,PRAVASTATIN SODIUM,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)[O-])O)O)O.[Na+],[0. 1. 0. ... 0. 0. 0.]
1835,1756,JSH-23,CC1=CC(=C(C=C1)NCCCC2=CC=CC=C2)N,[0. 0. 0. ... 0. 0. 0.]
1836,1757,Sodium salicylate,C1=CC=C(C(=C1)C(=O)[O-])O.[Na+],[0. 0. 0. ... 0. 0. 0.]
1837,1758,LDN-57444,CC(=O)ON=C1C2=C(C=CC(=C2)Cl)N(C1=O)CC3=C(C=CC(=C3)Cl)Cl,[0. 0. 0. ... 0. 0. 0.]
1838,1759,Sodium valproate,CCCC(CCC)C(=O)[O-].[Na+],[0. 1. 0. ... 0. 0. 0.]
1839,1760,925705-73-3,C1=CC(=CC(=C1)O)C2=CN=C3C(=N2)C(=NC(=N3)N)N,[0. 0. 0. ... 0. 0. 0.]
1840,1761,CCT128930,C1CN(CCC1(CC2=CC=C(C=C2)Cl)N)C3=NC=NC4=C3C=CN4,[0. 0. 0. ... 0. 0. 0.]
1841,1762,PF-04217903,C1=CC2=C(C=CC(=C2)CN3C4=NC(=CN=C4N=N3)C5=CN(N=C5)CCO)N=C1,[0. 0. 0. ... 0. 0. 0.]
1842,1763,957054-30-7,CS(=O)(=O)N1CCN(CC1)CC2=CC3=C(S2)C(=NC(=N3)C4=C5C=NNC5=CC=C4)N6CCOCC6,[0. 0. 0. ... 0. 0. 0.]
1843,1764,OSI-420,COCCOC1=C(C=C2C(=C1)N=CN=C2NC3=CC=CC(=C3)C#C)OCCO.Cl,[0. 0. 0. ... 0. 0. 0.]
1844,1765,10030-85-0,CC(C(C(C(C=O)O)O)O)O.O,[0. 1. 0. ... 0. 0. 0.]
1845,1766,STF-118804,CC1=CC=C(C=C1)S(=O)(=O)CC2=C(OC(=N2)C3=CC=C(C=C3)C(=O)NCC4=CN=CC=C4)C,[0. 0. 0. ... 0. 0. 0.]
1846,1767,Icotinib,C#CC1=CC(=CC=C1)NC2=NC=NC3=CC4=C(C=C32)OCCOCCOCCO4,[0. 0. 0. ... 0. 0. 0.]
1847,1768,PH-797804,CC1=C(C=C(C=C1)C(=O)NC)N2C(=CC(=C(C2=O)Br)OCC3=C(C=C(C=C3)F)F)C,[0. 0. 0. ... 0. 0. 0.]
1848,1769,Vatalanib dihydrochloride,C1=CC=C2C(=C1)C(=NN=C2NC3=CC=C(C=C3)Cl)CC4=CC=NC=C4.Cl.Cl,[0. 0. 0. ... 0. 0. 0.]
1849,1770,ZM 323881 hydrochloride,CC1=CC(=C(C=C1O)NC2=NC=NC3=C2C=CC(=C3)OCC4=CC=CC=C4)F.Cl,[0. 0. 0. ... 0. 0. 0.]
1850,1771,KW-2478,CCC1=C(C=C(C(=C1CC(=O)N(CCOC)CCOC)C(=O)C2=CC(=C(C=C2)OCCN3CCOCC3)OC)O)O,[0. 0. 0. ... 0. 0. 0.]
1851,1772,17-DMAG (Alvespimycin) HCl,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCCN(C)C)C)OC)OC(=O)N)C)C)O)OC.Cl,[0. 0. 0. ... 0. 0. 0.]
1852,1773,GSK1059615,C1=CC2=NC=CC(=C2C=C1C=C3C(=O)NC(=O)S3)C4=CC=NC=C4,[0. 0. 0. ... 0. 0. 0.]
1853,1774,Ganetespib,CC(C)C1=CC(=C2NNC(=O)N2C3=CC4=C(C=C3)N(C=C4)C)C(=O)C=C1O; CC(C)C1=C(C=C(C(=C1)C2=NNC(=O)N2C3=CC4=C(C=C3)N(C=C4)C)O)O,[]
1854,1775,Tie2 kinase inhibitor,COC1=CC2=C(C=C1)C=C(C=C2)C3=C(NC(=N3)C4=CC=C(C=C4)S(=O)C)C5=CC=NC=C5,[0. 0. 0. ... 0. 0. 0.]
1855,1776,KX2-391,C1COCCN1CCOC2=CC=C(C=C2)C3=CN=C(C=C3)CC(=O)NCC4=CC=CC=C4,[0. 0. 0. ... 0. 0. 0.]
1856,1777,ONX-0914,CC(C(=O)NC(CC1=CC=C(C=C1)OC)C(=O)NC(CC2=CC=CC=C2)C(=O)C3(CO3)C)NC(=O)CN4CCOCC4,[0. 1. 0. ... 0. 0. 0.]
1857,1778,920113-03-7,CN1CCC(C1CO)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O.Cl,[0. 0. 0. ... 0. 0. 0.]
1858,1779,mesna,C(CS(=O)(=O)[O-])S.[Na+],[0. 0. 0. ... 0. 0. 0.]
1859,1780,Amoxicillin sodium,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)[O-])C.[Na+],[0. 1. 0. ... 0. 0. 0.]
1860,1781,NOVOBIOCIN SODIUM,CC1=C(C=CC2=C1OC(=O)C(=C2[O-])NC(=O)C3=CC(=C(C=C3)O)CC=C(C)C)OC4C(C(C(C(O4)(C)C)OC)OC(=O)N)O.[Na+],[0. 0. 0. ... 0. 0. 0.]
1861,1782,61618-27-7,C1=CC=C(C=C1)C(=O)C2=C(C(=CC=C2)CC(=O)[O-])N.O.[Na+],[0. 0. 0. ... 0. 0. 0.]
1862,1783,Tianeptine sodium,CN1C2=CC=CC=C2C(C3=C(S1(=O)=O)C=C(C=C3)Cl)NCCCCCCC(=O)[O-].[Na+],[0. 0. 0. ... 0. 0. 0.]
1863,1784,DIVALPROEX SODIUM,CCCC(CCC)C(=O)O.CCCC(CCC)C(=O)[O-].[Na+],[0. 1. 0. ... 0. 0. 0.]
1864,1785,SULBACTAM SODIUM,CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)[O-])C.[Na+],[0. 0. 0. ... 0. 0. 0.]
1865,1786,FLUVASTATIN SODIUM,CC(C)N1C2=CC=CC=C2C(=C1C=CC(CC(CC(=O)[O-])O)O)C3=CC=C(C=C3)F.[Na+],[0. 1. 0. ... 0. 0. 0.]
1866,1787,AMPICILLIN SODIUM,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C.[Na+],[0. 1. 0. ... 0. 0. 0.]
1867,1788,MONTELUKAST SODIUM,CC(C)(C1=CC=CC=C1CCC(C2=CC=CC(=C2)C=CC3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)[O-])O.[Na+],[0. 1. 0. ... 0. 0. 0.]
1868,1789,TOLMETIN SODIUM,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)[O-].[Na+],[0. 0. 0. ... 0. 0. 0.]
1869,1790,LIOTHYRONINE SODIUM,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(C(=O)[O-])N)I)I)O.[Na+],[0. 1. 0. ... 0. 0. 0.]
1870,1791,PIPERACILLIN SODIUM,CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-].[Na+],[0. 1. 0. ... 0. 0. 0.]
1871,1792,SODIUM ASCORBATE,C(C(C1C(=C(C(=O)O1)O)[O-])O)O.[Na+],[0. 1. 0. ... 0. 0. 0.]
1872,1793,Dicloxacillin sodium,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-].[Na+],[0. 0. 0. ... 0. 0. 0.]
1873,1794,NAFCILLIN SODIUM,CCOC1=C(C2=CC=CC=C2C=C1)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-].[Na+],[0. 0. 0. ... 0. 0. 0.]
1874,1795,Diclofenac potassium,C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[K+],[0. 0. 0. ... 0. 0. 0.]
1875,1796,SODIUM NITRITE,N(=O)[O-].[Na+],[0. 0. 0. ... 0. 0. 0.]
1876,1797,Penicillin G sodium,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)[O-])C.[Na+],[0. 0. 0. ... 0. 0. 0.]
1877,1798,carbazochrome sodium sulfonate,CN1C(CC2=CC(=NNC(=O)N)C(=O)C=C21)S(=O)(=O)[O-].[Na+]; CN1C(CC2=CC(=C(C=C21)O)N=NC(=O)N)S(=O)(=O)[O-].[Na+],[]
1878,1799,potassium canrenoate,CC12CCC(=O)C=C1C=CC3C2CCC4(C3CCC4(CCC(=O)[O-])O)C.[K+],[0. 0. 0. ... 0. 0. 0.]
1879,1800,Cloxacillin sodium,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-].O.[Na+],[0. 0. 0. ... 0. 0. 0.]
1880,1801,AZLOCILLIN SODIUM,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)NC(=O)N4CCNC4=O)C(=O)[O-])C.[Na+],[0. 1. 0. ... 0. 0. 0.]
1881,1802,MEZLOCILLIN SODIUM,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)NC(=O)N4CCN(C4=O)S(=O)(=O)C)C(=O)[O-])C.[Na+],[0. 1. 0. ... 0. 0. 0.]
1882,1803,BROMFENAC SODIUM,C1=CC(=C(C(=C1)CC(=O)[O-])N)C(=O)C2=CC=C(C=C2)Br.[Na+],[0. 0. 0. ... 0. 0. 0.]
1883,1804,Rigosertib sodium,COC1=C(C=C(C=C1)CS(=O)(=O)C=CC2=C(C=C(C=C2OC)OC)OC)NCC(=O)[O-].[Na+],[0. 0. 0. ... 0. 0. 0.]
1884,1805,Sodium Danshensu,C1=CC(=C(C=C1CC(C(=O)[O-])O)O)O.[Na+],[0. 1. 0. ... 0. 0. 0.]
1885,1806,Darunavir ethanolate,CCO.CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2COC3C2CCO3)O)S(=O)(=O)C4=CC=C(C=C4)N,[0. 1. 0. ... 0. 0. 0.]
1886,1807,Olaparib,C1CC1C(=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F,[0. 0. 0. ... 0. 0. 0.]
1887,1808,PLX-4720,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=NC=C(C=C23)Cl)F,[0. 0. 0. ... 0. 0. 0.]
1888,1809,Sodium 4-aminohippurate hydrate,C1=CC(=CC=C1C(=O)NCC(=O)[O-])N.O.[Na+],[0. 0. 0. ... 0. 0. 0.]
1889,1810,155584-74-0,CN1CCN(CC1)C2=NC3=CC=CC=C3N=C2Cl,[0. 0. 0. ... 0. 0. 0.]
1890,1811,Scopine hydrochloride,CN1C2CC(CC1C3C2O3)O.Cl,[0. 1. 0. ... 0. 0. 0.]
1891,1812,AST-1306,C=CC(=O)NC1=CC2=C(C=C1)N=CN=C2NC3=CC(=C(C=C3)OCC4=CC(=CC=C4)F)Cl,[0. 0. 0. ... 0. 0. 0.]
1892,1813,Silmitasertib,C1=CC(=CC(=C1)Cl)NC2=C3C=CN=CC3=C4C=CC(=CC4=N2)C(=O)O,[0. 0. 0. ... 0. 0. 0.]
1893,1814,PCI-34051,COC1=CC=C(C=C1)CN2C=CC3=C2C=C(C=C3)C(=O)NO,[0. 0. 0. ... 0. 0. 0.]
1894,1815,CUDC-101,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC=CC(=C3)C#C)OCCCCCCC(=O)NO,[0. 0. 0. ... 0. 0. 0.]
1895,1816,AMG-458,CC1=C(C(=O)N(N1CC(C)(C)O)C2=CC=CC=C2)C(=O)NC3=NC=C(C=C3)OC4=C5C=CC(=CC5=NC=C4)OC,[0. 0. 0. ... 0. 0. 0.]
1896,1817,959122-11-3,C1CC(C(C1)C(=O)O)C(=O)C2=CC=C(C=C2)C3=CC=C(C=C3)NC(=O)NC4=CC=CC=C4,[0. 0. 0. ... 0. 0. 0.]
1897,1818,CPI-613,C1=CC=C(C=C1)CSCCC(CCCCC(=O)O)SCC2=CC=CC=C2,[0. 1. 0. ... 0. 0. 0.]
1898,1819,Alisertib,COC1=C(C(=CC=C1)F)C2=NCC3=CN=C(N=C3C4=C2C=C(C=C4)Cl)NC5=CC(=C(C=C5)C(=O)O)OC,[0. 0. 0. ... 0. 0. 0.]
1899,1820,SNX-2112,CC1(CC2=C(C(=O)C1)C(=NN2C3=CC(=C(C=C3)C(=O)N)NC4CCC(CC4)O)C(F)(F)F)C,[0. 0. 0. ... 0. 0. 0.]
1900,1821,Sonidegib,CC1CN(CC(O1)C)C2=NC=C(C=C2)NC(=O)C3=CC=CC(=C3C)C4=CC=C(C=C4)OC(F)(F)F,[0. 0. 0. ... 0. 0. 0.]
1901,1822,SGX-523,CN1C=C(C=N1)C2=NN3C(=NN=C3SC4=CC5=C(C=C4)N=CC=C5)C=C2,[0. 0. 0. ... 0. 0. 0.]
1902,1823,AZD1080,C1COCCN1CC2=CNC(=C3C4=C(C=CC(=C4)C#N)NC3=O)C=C2,[0. 0. 0. ... 0. 0. 0.]
1903,1824,BMS-754807,CC1(CCCN1C2=NN3C=CC=C3C(=N2)NC4=NNC(=C4)C5CC5)C(=O)NC6=CN=C(C=C6)F,[0. 0. 0. ... 0. 0. 0.]
1904,1825,Ipatasertib,CC1CC(C2=C1C(=NC=N2)N3CCN(CC3)C(=O)C(CNC(C)C)C4=CC=C(C=C4)Cl)O,[0. 1. 0. ... 0. 0. 0.]
1905,1826,BMS-777607,CCOC1=C(C(=O)N(C=C1)C2=CC=C(C=C2)F)C(=O)NC3=CC(=C(C=C3)OC4=C(C(=NC=C4)N)Cl)F,[0. 0. 0. ... 0. 0. 0.]
1906,1827,SGI-1776,CN1CCC(CC1)CNC2=NN3C(=NC=C3C4=CC(=CC=C4)OC(F)(F)F)C=C2,[0. 0. 0. ... 0. 0. 0.]
