,dname,smiles
2355,GSK682753A,C1CN(CCC12CN(C(=O)O2)CC3=CC(=C(C=C3)Cl)Cl)C(=O)C=CC4=CC=C(C=C4)Cl
2356,Paricalcitol-D6,CC(C=CC(C)C(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3)O)O)C
2357,Supinoxin,COC1=CC(=CC(=C1)N2CCN(CC2)C(=O)NC3=NC4=C(C=CC(=C4)F)N=C3OC)OC
2358,Tecalcet,CC(C1=CC(=CC=C1)OC)NCCCC2=CC=CC=C2Cl
2359,Irosustat,C1CCC2=C(CC1)C(=O)OC3=C2C=CC(=C3)OS(=O)(=O)N
2360,Cardiogenol C,COC1=CC=C(C=C1)NC2=NC=CC(=N2)NCCO
2361,granisetron,CN1C2CCCC1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C
2362,LY2365109 hydrochloride,CC(C)(C)C1=C(C=CC(=C1)C2=CC3=C(C=C2)OCO3)OCCN(C)CC(=O)O.Cl
2363,CHEMBL3114578,C1CN(CCN1)C2=CC(=O)N3C(=N2)SC(=N3)C4=CC(=NC=C4)NC(=O)CN
2364,Metarrestin,C1CC(CCC1N2C=NC3=C(C2=N)C(=C(N3CC4=CC=CC=C4)C5=CC=CC=C5)C6=CC=CC=C6)O
2365,Visudyne,CC1=C(C2=CC3=NC(=CC4=C(C(=C(N4)C=C5C6(C(C(=CC=C6C(=N5)C=C1N2)C(=O)OC)C(=O)OC)C)C)CCC(=O)OC)C(=C3C)CCC(=O)O)C=C
2366,MLS-0090801.0001,C1=CC=C(C(=C1)C2=CC=C(O2)C=C3C(=O)N4C5=NC=C(C=C5N=C4S3)Br)C(=O)O
2367,MARIZOMIB,CC12C(C(=O)NC1(C(=O)O2)C(C3CCCC=C3)O)CCCl
2368,41276-02-2,CC1=CC=CC=C1CN2C3=C(CN(CC3)CC4=CC=CC=C4)C(=O)N5C2=NCC5
2369,Acalabrutinib,CC#CC(=O)N1CCCC1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5
2370,CHEMBL4303681,NULL
2371,PERINDOPRIL,CCCC(C(=O)OCC)NC(C)C(=O)N1C2CCCCC2CC1C(=O)O
2372,A-1210477,CC1=NN(C(=C1C2=CC=CC3=C2N(C(=C3CCCOC4=CC=CC5=CC=CC=C54)C(=O)O)CCN6CCOCC6)COC7=CC=C(C=C7)N8CCN(CC8)S(=O)(=O)N(C)C)C
2373,58131-57-0,CN1CCN(CC1)C2=CC=C(C3=NO[N+](=C23)[O-])[N+](=O)[O-]
2374,(R)-Etodolac,CCC1=CC=CC2=C1NC3=C2CCOC3(CC)CC(=O)O
2375,AIM-100,C1CC(OC1)CNC2=C3C(=C(OC3=NC=N2)C4=CC=CC=C4)C5=CC=CC=C5
2376,849727-81-7,C1=CC(=CC=C1CCCC2=CC=C(O2)C(=O)O)OCCC3=CC=C(C=C3)F
2377,S-99,CC(C)NC1=CC(=CC2=NC(=NN12)NC(=O)C3=CN=CC=C3)C(F)(F)F
2378,473382-39-7,CC(C)(CNC1=NN2C(=NN=C2C3=CC=CC=C3)C=C1C4CCC4)CN(C)C
2379,AZD-26,C1CC(C1)(C2=CC=C(C=C2)C3=NC=C(C=C3C4=CC=CC=C4)C(=O)N)N
2380,"Akt-I-1,2",CC(C)(C1=CC=C(C=C1)C2=NC3=CC=CC=C3N=C2C4=CC=CC=C4)N
2381,Go 6976,CN1C2=CC=CC=C2C3=C4C(=C5C6=CC=CC=C6N(C5=C31)CCC#N)CNC4=O
2382,vactosertib,CC1=CC=CC(=N1)C2=C(N=C(N2)CNC3=CC=CC=C3F)C4=CN5C(=NC=N5)C=C4
2383,LDN-214117,CC1=C(C=C(C=N1)C2=CC=C(C=C2)N3CCNCC3)C4=CC(=C(C(=C4)OC)OC)OC
2384,LDN-212854,C1CN(CCN1)C2=CC=C(C=C2)C3=CN4C(=C(C=N4)C5=C6C=CC=NC6=CC=C5)N=C3
2385,ML347,COC1=CC=C(C=C1)C2=CN3C(=C(C=N3)C4=C5C=CC=NC5=CC=C4)N=C2
2386,oligomycin A,CCC1CCC2C(C(C(C3(O2)CCC(C(O3)CC(C)O)C)C)OC(=O)C=CC(C(C(C(=O)C(C(C(C(=O)C(C(C(CC=CC=C1)C)O)(C)O)C)O)C)C)O)C)C
2387,AZD6738,CC1COCCN1C2=NC(=NC(=C2)C3(CC3)S(=N)(=O)C)C4=C5C=CNC5=NC=C4
2388,Selonsertib,CC1=C(C=C(C(=C1)F)C(=O)NC2=CC=CC(=N2)C3=NN=CN3C(C)C)N4C=C(N=C4)C5CC5
2389,BI-847325,CCNC(=O)C#CC1=CC2=C(C=C1)C(=C(N2)O)C(=NC3=CC=C(C=C3)CN(C)C)C4=CC=CC=C4
2390,SCHEMBL15691525,C1CC(CN(C1)C#N)N2C(=C(C(=N2)C3=CC=C(C=C3)OC4=C(C=C(C=C4)F)F)C(=O)N)N
2391,PF-4800567,C1COCCC1N2C3=C(C(=N2)COC4=CC(=CC=C4)Cl)C(=NC=N3)N
2392,staurosporine,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC
2393,nu6102,C1CCC(CC1)COC2=NC(=NC3=C2NC=N3)NC4=CC=C(C=C4)S(=O)(=O)N
2394,CVT-313,CC(C)N1C=NC2=C1N=C(N=C2NCC3=CC=C(C=C3)OC)N(CCO)CCO
2395,NVP-LCQ195,CS(=O)(=O)N1CCC(CC1)NC(=O)C2=C(C=NN2)NC(=O)C3=C(C=CC=C3Cl)Cl
2396,CDK9 inhibitor,CC1=C(C=C(C=C1)NC2=NC=NC(=C2)C3=CC(=CC=C3)N4C(=O)C5=CC=CC=C5C4=O)NS(=O)(=O)C
2397,Voruciclib,CN1CCC(C1CO)C2=C(C=C(C3=C2OC(=CC3=O)C4=C(C=C(C=C4)C(F)(F)F)Cl)O)O
2398,THZ1,CN(C)CC=CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=CC(=C2)NC3=NC=C(C(=N3)C4=CNC5=CC=CC=C54)Cl
2399,BML-277,C1=CC(=CC=C1C2=NC3=C(N2)C=C(C=C3)C(=O)N)OC4=CC=C(C=C4)Cl
2400,MK-8776,CN1C=C(C=N1)C2=C3N=C(C(=C(N3N=C2)N)Br)C4CCCNC4
2401,c-FMS inhibitor,CC1CCN(CC1)C2=C(C=CC(=C2)N3CCN(CC3)C)NC(=O)C4=CC(=CN4)C#N
2402,Lucitanib,CNC(=O)C1=CC=CC2=C1C=CC(=C2)OC3=C4C=C(C(=CC4=NC=C3)OCC5(CC5)N)OC
2403,BLZ945,CNC(=O)C1=NC=CC(=C1)OC2=CC3=C(C=C2)N=C(S3)NC4CCCCC4O
2404,Empesertib,CC(C1=CC=C(C=C1)F)C(=O)NC2=CC=C(C=C2)C3=CN4C(=NC(=N4)NC5=C(C=C(C=C5)S(=O)(=O)C)OC)C=C3
2405,quinazolin-4-ylamine,C1=CC=C2C(=C1)C(=NC=N2)N
2406,WHI-P97,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C(=C3)Br)O)Br)OC
2407,Tesevatinib,CN1CC2CC(CC2C1)COC3=C(C=C4C(=C3)N=CN=C4NC5=C(C(=C(C=C5)Cl)Cl)F)OC
2408,Poziotinib,COC1=C(C=C2C(=C1)N=CN=C2NC3=C(C(=C(C=C3)Cl)Cl)F)OC4CCN(CC4)C(=O)C=C
2409,AZD3759,CC1CN(CCN1C(=O)OC2=C(C=C3C(=C2)C(=NC=N3)NC4=C(C(=CC=C4)Cl)F)OC)C
2410,PF-956980,CC1CCN(CC1N(C)C2=NC=NC3=C2C=CN3)C(=O)N4CCCC4
2411,AMG-337,CC(C1=NN=C2N1C=C(C=C2F)C3=CN(N=C3)C)N4C=CC5=NC=C(C=C5C4=O)OCCOC
2412,Savolitinib,CC(C1=CN2C=CN=C2C=C1)N3C4=NC(=CN=C4N=N3)C5=CN(N=C5)C
2413,Tepotinib,CN1CCC(CC1)COC2=CN=C(N=C2)C3=CC(=CC=C3)CN4C(=O)C=CC(=N4)C5=CC=CC(=C5)C#N
2414,BMS-2,C1=CN(C(=O)C(=C1)C(=O)NC2=CC(=C(C=C2)OC3=C4C=CNC4=NC=C3)F)C5=CC=C(C=C5)F
2415,913376-84-8,CC1=C(C(=O)N(N1CC(C)(C)O)C2=CC=CC=C2)C(=O)NC3=CC(=C(C=C3)OC4=C5C=CC(=CC5=NC=C4)OC)F
2416,AMG-208,COC1=CC2=NC=CC(=C2C=C1)OCC3=NN=C4N3N=C(C=C4)C5=CC=CC=C5
2417,MK-8033,CN1C=C(C=N1)C2=CN=C3C=CC4=C(C=C(C=C4)CS(=O)(=O)NCC5=CC=CC=N5)C(=O)C3=C2
2418,APY29,C1CC1C2=CC(=NN2)NC3=NC(=NC=C3)NC4=CC5=C(C=C4)N=CN5
2419,BMS-536924,CC1=CC(=CC2=C1N=C(N2)C3=C(C=CNC3=O)NCC(C4=CC(=CC=C4)Cl)O)N5CCOCC5
2420,Entrectinib,CN1CCN(CC1)C2=CC(=C(C=C2)C(=O)NC3=NNC4=C3C=C(C=C4)CC5=CC(=CC(=C5)F)F)NC6CCOCC6
2421,ITK inhibitor,CC1=C(C=C(C(=C1)OC)C(=O)N2CCN(CC2)C(=O)C)SC3=CN=C(S3)NC(=O)C4=CC=C(C=C4)CNC(C)C(C)C
2422,ZM39923,CC(C)N(CCC(=O)C1=CC2=CC=CC=C2C=C1)CC3=CC=CC=C3
2423,936091-56-4,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=CC(=C3)CN4CCOCC4
2424,936091-15-5,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)CN4CCOCC4
2425,Decernotinib,CCC(C)(C(=O)NCC(F)(F)F)NC1=NC(=NC=C1)C2=CNC3=C2C=CC=N3
2426,C188-9,COC1=CC=C(C=C1)S(=O)(=O)NC2=CC(=C(C3=CC=CC=C32)O)C4=C(C=CC5=CC=CC=C54)O
2427,STX-0119,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NC4=NN=C(O4)C5=CC=CO5
2428,BP-1-102,CN(CC(=O)N(CC1=CC=C(C=C1)C2CCCCC2)C3=CC(=C(C=C3)C(=O)O)O)S(=O)(=O)C4=C(C(=C(C(=C4F)F)F)F)F
2429,CC-401,C1CCN(CC1)CCOC2=CC=CC(=C2)C3=NNC4=C3C=C(C=C4)C5=NC=NN5
2430,AMG-25,CC1=C(C(=O)N(C=C1)C2=CC=C(C=C2)C3=NC=CO3)C4=CC5=CN=C(N=C5C=C4)N
2431,hg-10-102-01,CNC1=NC(=NC=C1Cl)NC2=C(C=C(C=C2)C(=O)N3CCOCC3)OC
2432,GSK2578215A,C1=CC=C(C=C1)COC2=C(C=C(C=C2)C3=CC(=NC=C3)F)C(=O)NC4=CN=CC=C4
2433,GNE-9605,CNC1=NC(=NC=C1C(F)(F)F)NC2=C(N(N=C2)C3CCN(CC3F)C4COC4)Cl
2434,BMS-3,C1CC1C(=O)NC2=NC=C(S2)C3=CC(=NN3C4=C(C=CC=C4Cl)Cl)C(F)F
2435,TOLIMIDONE,CC1=CC(=CC=C1)OC2=CNC(=O)N=C2
2436,PF-3644022,CC1CNC2=C(C(=O)N1)SC3=C2C4=C(C=C3)N=C(C=C4)C5=CN=C(C=C5)C
2437,865362-74-9,C1=CC=C(C=C1)C2=NN3C=CC=CC3=C2C4=CC5=C(NN=C5N=N4)N
2438,OTSSP167,CC(=O)C1=CN=C2C=CC(=NC2=C1NC3CCC(CC3)CN(C)C)C4=CC(=C(C(=C4)Cl)O)Cl
2439,MPI-0479605,CC1=C(C=CC(=C1)N2CCOCC2)NC3=NC4=C(C(=N3)NC5CCCCC5)NC=N4
2440,XMU-MP-1,CN1C2=C(C(=O)N(C3=CN=C(N=C31)NC4=CC=C(C=C4)S(=O)(=O)N)C)SC=C2
2441,WYE-687,COC(=O)NC1=CC=C(C=C1)C2=NC3=C(C=NN3C4CCN(CC4)CC5=CN=CC=C5)C(=N2)N6CCOCC6
2442,PF-04979064,CC1=NC=C(C=C1)C2=NC3=C4C(=CN=C3C=C2)N(C(=O)N4C5CCN(CC5)C(=O)C(C)O)C
2443,CHEMBL4303664,NULL
2444,voxtalisib,CCN1C2=NC(=NC(=C2C=C(C1=O)C3=CC=NN3)C)N
2445,CP 346086,C1CN(CC2=C1C=C(C=C2)NC(=O)C3=CC=CC=C3C4=CC=C(C=C4)C(F)(F)F)CC5=NC=NN5
2446,CHEMBL4303597,NULL
2447,NVS-PAK1-1,CC(C)NC(=O)N1CCC(C1)N=C2C3=C(C=CC(=C3)Cl)N(C4=C(N2)C=C(C=C4)F)CC(F)F
2448,SB 239063,COC1=NC=CC(=N1)C2=C(N=CN2C3CCC(CC3)O)C4=CC=C(C=C4)F
2449,193746-75-7,COC1=NC=CC(=N1)C2=C(N=CN2C3CCNCC3)C4=CC=C(C=C4)F
2450,TA-02,C1=CC=C(C(=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F)F
2451,EO 1428,CC1=CC=CC=C1C(=O)C2=C(C=C(C=C2)NC3=C(C=C(C=C3)Br)N)Cl
2452,AMG-548,CN1C(=O)C(=C(N=C1NCC(CC2=CC=CC=C2)N)C3=CC=NC=C3)C4=CC5=CC=CC=C5C=C4
2453,Losmapimod,CC1=C(C=C(C=C1C2=NC=C(C=C2)C(=O)NCC(C)(C)C)C(=O)NC3CC3)F
2454,TAK-593,CC1=C(C=C(C=C1)OC2=NN3C=C(N=C3C=C2)NC(=O)C4CC4)NC(=O)C5=CC(=NN5C)C
2455,GSK2656157,CC1=NC(=CC=C1)CC(=O)N2CCC3=C2C=CC(=C3F)C4=CN(C5=C4C(=NC=N5)N)C
2456,LY3023414,CC(CN1C2=C3C=C(C=CC3=NC=C2N(C1=O)C)C4=CC(=CN=C4)C(C)(C)O)OC
2457,GNE-493,CC(C)(C1=CC2=C(S1)C(=NC(=N2)C3=CN=C(N=C3)N)N4CCOCC4)O
2458,Acalisib,CC(C1=NC2=C(C=C(C=C2)F)C(=O)N1C3=CC=CC=C3)NC4=NC=NC5=C4NC=N5
2459,AMG319,CC(C1=C(N=C2C=C(C=CC2=C1)F)C3=CC=CC=N3)NC4=NC=NC5=C4NC=N5
2460,T-00127-HEV1,CC1=NC2=C(C(=NN2C(=C1)NCCN3CCOCC3)C)C4=CC(=C(C=C4)OC)OC
2461,TAK-960,CN1CCC(CC1)NC(=O)C2=CC(=C(C=C2F)NC3=NC=C4C(=N3)N(CC(C(=O)N4C)(F)F)C5CCCC5)OC
2462,PLX8394,C1CC1C2=NC=C(C=N2)C3=CN=C4C(=C3)C(=CN4)C(=O)C5=C(C=CC(=C5F)NS(=O)(=O)N6CCC(C6)F)F
2463,303727-31-3,C1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC(=C(C=C4)Cl)O
2464,1096708-71-2,CC(C1=NC=C(S1)C(=O)NC2=NC=C(C(=C2)C(F)(F)F)Cl)NC(=O)C3=C(C(=NC=N3)N)Cl
2465,GSK872,CC(C)S(=O)(=O)C1=CC2=C(C=CN=C2C=C1)NC3=CC4=C(C=C3)SC=N4
2466,911417-87-3,CC(C)NC(=O)COC1=CC=CC(=C1)C2=NC3=CC=CC=C3C(=N2)NC4=CC5=C(C=C4)NN=C5
2467,1072959-67-1,CN(C)CCOC1=C(C=CC(=C1)C2=CNN=C2)NC(=O)C3COC4=CC=CC=C4O3
2468,199433-58-4,CC(C1=CC=C(C=C1)C(=O)NC2=C3C=CNC3=NC=C2)N
2469,DB07268,C1=CC=C(C(=C1)C(=O)N)NC2=NC(=NC=C2)NC3=CC(=CC=C3)O
2470,MRT67307,C1CC(C1)C(=O)NCCCNC2=NC(=NC=C2C3CC3)NC4=CC=CC(=C4)CN5CCOCC5
2471,476159-98-5,CN1CCC(CC1)COC2=C(C=C3C(=C2)N=CN=C3NC4=C(C=CC(=C4)OC)Cl)OC
2472,867331-82-6,CC1=C2C(=CC(=C1)C3=C(C=CC(=C3)OC(=O)C4=CC=CC=C4)Cl)N=NC(=N2)NC5=CC=C(C=C5)OCCN6CCCC6
2473,BAY 61-3606,COC1=C(C=C(C=C1)C2=CC3=NC=CN3C(=N2)NC4=C(C=CC=N4)C(=O)N)OC
2474,R-268712,CC1=CC=CC(=N1)C2=C(C=NN2)C3=CC(=C(C=C3)F)C4=CN(N=C4)CCO
2475,Bayer-18,CC(C)(C)NC(=O)NC1=CC=CC(=C1)NC2=NC=C(C(=N2)NC(C)(C)CO)F
2476,GDC-046,C1CC1C(=O)NC2=NC=CC(=C2)NC(=O)C3=C(C=CC=C3Cl)Cl
2477,Sitravatinib,COCCNCC1=CN=C(C=C1)C2=CC3=NC=CC(=C3S2)OC4=C(C=C(C=C4)NC(=O)C5(CC5)C(=O)NC6=CC=C(C=C6)F)F
2478,BMS-690514,COC1=CC=CC(=C1)NC2=NC=NN3C2=C(C=C3)CN4CCC(C(C4)O)N
2479,TMP195,CC(C)(CNC(=O)C1=CC=CC(=C1)C2=NOC(=N2)C(F)(F)F)C3=COC(=N3)C4=CC=CC=C4
2480,AK-7,C1CCCN(CC1)S(=O)(=O)C2=CC=CC(=C2)C(=O)NC3=CC(=CC=C3)Br
2481,SRT3025,COCCCC1=C(N=C(S1)C2=CC=CC=C2)C(=O)NC3=CC=CC=C3C4=NC5=C(S4)N=CC(=C5)CN6CCCC6
2482,METHYLSTAT,COC(=O)C=CC(=O)N(CCCCNCC1=CC=C(C=C1)COC(=O)NC2=CC=CC3=CC=CC=C32)O
2483,GSK-J1,C1CN(CCC2=CC=CC=C21)C3=CC(=NC(=N3)C4=CC=CC=N4)NCCC(=O)O
2484,1314241-44-5,C1CCN(C1)C2CCN(CC2)C(=O)C3=CC(=CN=C3)Br
2485,PF-CBP1,CCCOC1=CC=C(C=C1)CCC2=NC3=C(N2CCN4CCOCC4)C=CC(=C3)C5=C(ON=C5C)C
2486,SGC707,C1CCN(C1)C(=O)CNC(=O)NC2=CC3=C(C=C2)C=NC=C3
2487,EPZ020411,CNCCN(C)CC1=C(NN=C1)C2=CC=C(C=C2)OC3CC(C3)OCCC4CCOCC4
2488,PFI-4,CN1C2=CC(=C(C=C2N(C1=O)C)N3CCCC3)NC(=O)C4=CC=CC=C4OC
2489,PFI-2,C1CCN(C1)C(=O)C(CC2=CC(=CC=C2)C(F)(F)F)NS(=O)(=O)C3=CC(=C4CNCCC4=C3)F
2490,OICR-9429,CN1CCN(CC1)C2=C(C=C(C=C2)C3=CC(=CC=C3)CN4CCOCC4)NC(=O)C5=CNC(=O)C=C5C(F)(F)F
2491,WIKI4,COC1=CC=C(C=C1)N2C(=NN=C2SCCCN3C(=O)C4=CC=CC5=C4C(=CC=C5)C3=O)C6=CC=NC=C6
2492,YK-4-279,COC1=CC=C(C=C1)C(=O)CC2(C3=C(C=CC(=C3NC2=O)Cl)Cl)O
2493,minocycline,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C
2494,59643-91-3,C1C2N1C(=O)N=C2N
2495,LY2334737,CCCC(CCC)C(=O)NC1=NC(=O)N(C=C1)C2C(C(C(O2)CO)O)(F)F
2496,2-Fluoroadenosine,C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=C(N=C2N)F
2497,10-Hydroxycamptothecin,CCC1(C2=C(COC1=O)C(=O)N3CC4=C(C3=C2)N=C5C=CC(=CC5=C4)O)O
2498,CHEMBL3348857,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O
2499,Icrf 193,CC(C(C)N1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2
2500,Vinflunine,CCC12C=CCN3C1C4(CC3)C(C(C2OC(=O)C)(C(=O)OC)O)N(C5=CC(=C(C=C45)C6(CC7CC(CN(C7)CC8=C6NC9=CC=CC=C89)C(C)(F)F)C(=O)OC)OC)C
2501,ARQ 621,C#CCC(C1=NC2=C(C=CC(=C2)Cl)C(=O)N1NC3=CC=CC=C3)N(CCCN)C(=O)C4=C(C(=CC=C4)Cl)F
2502,Filanesib,CN(C(=O)N1C(SC(=N1)C2=C(C=CC(=C2)F)F)(CCCN)C3=CC=CC=C3)OC
2503,TAS-116,CCC1=C(C=CC(=C1)C(=O)N)N2C3=NC=CC(=C3C(=N2)C(C)C)N4C=C(N=C4)C5=CN(N=C5)C
2504,1149705-71-4,CCC(C)NC1=CC(=C(C=C1C(=O)N)C)C(=O)NC2CC3CCC(C2)N3C4=NC=C(C=C4)C(=O)C5CC5
2505,SCHEMBL1351190,CC1=NC(=NC2=C1C(=O)NC(C2)C3=C(C=C(C=C3)F)C4=NC(=CC=C4)OC)N
2506,Spautin-1,C1=CC(=CC=C1CNC2=NC=NC3=C2C=C(C=C3)F)F
2507,TPCK,CC1=CC=C(C=C1)S(=O)(=O)NC(CC2=CC=CC=C2)C(=O)CCl
2508,Amastatin,CC(C)CC(C(C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)NC(CC(=O)O)C(=O)O)O)N
2509,LACTOBIONIC ACID,C(C1C(C(C(C(O1)OC(C(CO)O)C(C(C(=O)O)O)O)O)O)O)O
2510,Aderbasib,COC(=O)N1CC2(CC2)CC(C1C(=O)N3CCN(CC3)C4=CC=CC=C4)C(=O)NO
2511,gm 1489,CC(C)CC(CC(=O)O)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(C)C3=CC=CC=C3
2512,FADROZOLE,C1CC(N2C=NC=C2C1)C3=CC=C(C=C3)C#N
2513,217645-70-0,CC1CN(CCN1C(=O)COC2=C(C=C(C=C2)Cl)NC(=O)N)CC3=CC=C(C=C3)F
2514,MK-0812,CC(C)C1(CCC(C1)NC2CCOCC2OC)C(=O)N3CCC4=NC=C(C=C4C3)C(F)(F)F
2515,AZD8797,CC(C)CC(CO)NC1=NC(=NC2=C1SC(=N2)N)SC(C)C3=CC=CC=C3
2516,Seviteronel,CC(C)C(C1=CC2=CC(=C(C=C2C=C1)OC(F)F)OC(F)F)(C3=NNN=C3)O
2517,Parecoxib sodium,CCC(=O)[N-]S(=O)(=O)C1=CC=C(C=C1)C2=C(ON=C2C3=CC=CC=C3)C.[Na+]
2518,WAY-262611,C1CN(CCC1CN)C2=NC=CC(=N2)C3=CC4=CC=CC=C4C=C3
2519,HPI 1,CC1=C(C(C2=C(N1)CC(CC2=O)C3=CC=CC=C3OC)C4=CC(=CC=C4)O)C(=O)OCCOC
2520,Glasdegib,CN1CCC(CC1C2=NC3=CC=CC=C3N2)NC(=O)NC4=CC=C(C=C4)C#N
2521,BMS-983970,C1CC1CC(C(CCC(F)(F)F)C(=O)NC2C(=O)NC3=C(C=CC=C3F)C(=N2)C4=CC=CC=C4)C(=O)N
2522,TOLRESTAT,CN(CC(=O)O)C(=S)C1=CC=CC2=C1C=CC(=C2C(F)(F)F)OC
2523,cerulenin,CC=CCC=CCCC(=O)C1C(O1)C(=O)N
2524,Riociguat,CN(C1=C(N=C(N=C1N)C2=NN(C3=C2C=CC=N3)CC4=CC=CC=C4F)N)C(=O)OC
2525,Mitapivat,C1CC1CN2CCN(CC2)C(=O)C3=CC=C(C=C3)NS(=O)(=O)C4=CC=CC5=C4N=CC=C5
2526,Enasidenib,CC(C)(CNC1=NC(=NC(=N1)NC2=CC(=NC=C2)C(F)(F)F)C3=NC(=CC=C3)C(F)(F)F)O
2527,AGI-6780,C1CC1NS(=O)(=O)C2=CC(=C(C=C2)C3=CSC=C3)NC(=O)NC4=CC=CC(=C4)C(F)(F)F
2528,2-iminobiotin,C1C2C(C(S1)CCCCC(=O)O)N=C(N2)N
2529,spermidine,C(CCNCCCN)CN
2530,rotenone,CC(=C)C1CC2=C(O1)C=CC3=C2OC4COC5=CC(=C(C=C5C4C3=O)OC)OC
2531,1218942-37-0,CN1C(=O)C=C2C(=C1C3=CC(=CC=C3)N(C)C)C(=O)N(N2)C4=CC=CC=C4Cl
2532,JZL195,C1CN(CCN1CC2=CC(=CC=C2)OC3=CC=CC=C3)C(=O)OC4=CC=C(C=C4)[N+](=O)[O-]
2533,ISODONOL,CC1(CCC(C23C1C(C(C45C2CCC(C4O)C(=C)C5=O)(OC3)O)O)O)C
2534,Lemborexant,CC1=NC(=NC=C1OCC2(CC2C(=O)NC3=NC=C(C=C3)F)C4=CC(=CC=C4)F)C
2535,CompB,CCN1C2=CC=CC=C2N(C1=O)C3CCN(CC3CO)CC4CCCCCCC4
2536,GSK484,CN1C2=C(C=C(C=C2OC)C(=O)N3CCC(C(C3)N)O)N=C1C4=CC5=CC=CC=C5N4CC6CC6
2537,KPT-9274,C1CN(CCC1(F)F)C(=O)C2=CC=C(C=C2)C3=CC(=C4C(=C3)C=C(O4)CNC(=O)C=CC5=CN=C(C=C5)N)C6=CC=C(C=C6)F
2538,Pradigastat,C1CC(CCC1CC(=O)O)C2=CC=C(C=C2)C3=NC=C(C=C3)NC4=CN=C(C=C4)C(F)(F)F
2539,894787-30-5,C1CC2(CC3N(C2=O)C(CCS3)C(=O)N)N(C1)C(=O)CC4=CC=C(C=C4)NC(=O)COC5=C(C=C(C=C5)Cl)Cl
2540,GSK2256294A,CC1=NC(=NC(=N1)NC)NC2CCCC(C2)C(=O)NCC3=C(C=C(C=C3)C#N)C(F)(F)F
2541,1357171-62-0,C1=CC=C(C=C1)C2=CC=C(C=C2)CNC3=C(N=NC(=N3)C4=CC=CC=N4)C5=CC=CC=C5
2542,JNJ-42041935,C1=C2C(=CC(=C1Cl)OC(F)(F)F)N=C(N2)N3C=C(C=N3)C(=O)O
2543,ML240,COC1=CC=CC2=C1N=C(N=C2NCC3=CC=CC=C3)N4C5=CC=CC=C5N=C4N
2544,1346528-06-0,C1CCC2=C(C1)C(=NC(=N2)N3CCOC4=CC=CC=C43)NCC5=CC=CC=C5
2545,CB-5083,CC1=CC2=C(C=CC=C2N1C3=NC4=C(COCC4)C(=N3)NCC5=CC=CC=C5)C(=O)N
2546,NMS-859,C1=CC=C2C(=C1)C(=NS2(=O)=O)NC3=CC(=CC=C3)NC(=O)CCl
2547,BQU57,CC1=NN(C2=C1C(C(=C(O2)N)C#N)C3=CC=C(C=C3)C(F)(F)F)C
2548,ML327,C1=CC=C(C=C1)C2=CC(=NO2)C(=O)NCCCNC(=O)C3=CC=CNC3=O
2549,Yohimbine,COC(=O)C1C(CCC2C1CC3C4=C(CCN3C2)C5=CC=CC=C5N4)O
2550,Talampanel,CC1CC2=CC3=C(C=C2C(=NN1C(=O)C)C4=CC=C(C=C4)N)OCO3
2551,Prinaberel,C=CC1=CC(=CC2=C1OC(=N2)C3=CC(=C(C=C3)O)F)O
2552,Erteberel,C1CC2C(C1)C3=C(C=CC(=C3)O)OC2C4=CC=C(C=C4)O
2553,naringenin,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O
2554,Risedronate sodium,C1=CC(=CN=C1)CC(O)(P(=O)(O)O)P(=O)(O)[O-].[Na+]
2555,Alvimopan,CC1CN(CCC1(C)C2=CC(=CC=C2)O)CC(CC3=CC=CC=C3)C(=O)NCC(=O)O
2556,GW791343,CC1=C(C=C(C=C1)CN2CCNCC2)NC(=O)CNC3=CC(=C(C=C3)F)F
2557,AZ10606120,C1C2CC3CC1CC(C2)(C3)CC(=O)NC4=CC=CC5=C4C=CC(=N5)NCCNCCO
